knn_T=0_D=10_K=20,tsvs/and/200.tsv,3.742930591,11.56812339
knn_T=0_D=10_K=30,tsvs/and/200.tsv,3.727506427,10.02570694
knn_T=0_D=20_K=20,tsvs/and/200.tsv,3.827763496,11.8251928
knn_T=0_D=20_K=30,tsvs/and/200.tsv,3.832904884,10.28277635
knn_T=5_D=10_K=20,tsvs/and/200.tsv,4.519280206,8.997429306
knn_T=5_D=10_K=30,tsvs/and/200.tsv,4.673521851,6.940874036
knn_T=5_D=20_K=20,tsvs/and/200.tsv,4.804627249,7.455012853
knn_T=5_D=20_K=30,tsvs/and/200.tsv,4.922879177,7.969151671
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/and/200.tsv,4.888349515,9.223300971
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/and/200.tsv,5.103559871,7.1197411
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/and/200.tsv,9.263754045,2.427184466
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/and/200.tsv,10.63592233,0.970873786
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/and/200.tsv,7.088996764,35.27508091
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/and/200.tsv,7.435275081,36.56957929
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/and/200.tsv,7.443365696,2.750809061
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/and/200.tsv,4.778317152,9.223300971
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/and/200.tsv,4.810679612,8.57605178
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/and/200.tsv,5.208737864,14.88673139
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/and/200.tsv,4.474110032,2.750809061
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/and/200.tsv,7.430420712,0.970873786
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/and/200.tsv,7.045307443,9.546925566
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/and/200.tsv,8.462783172,42.7184466
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/and/200.tsv,5.705501618,3.55987055
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/and/200.tsv,8.724919094,3.236245955
knn_T=0_D=10_K=20,tsvs/and/500.tsv,4.821428571,11.30952381
knn_T=0_D=10_K=30,tsvs/and/500.tsv,4.755952381,10.11904762
knn_T=0_D=20_K=20,tsvs/and/500.tsv,4.946428571,12.5
knn_T=0_D=20_K=30,tsvs/and/500.tsv,4.863095238,11.9047619
knn_T=5_D=10_K=20,tsvs/and/500.tsv,5.625,13.0952381
knn_T=5_D=10_K=30,tsvs/and/500.tsv,5.648809524,10.71428571
knn_T=5_D=20_K=20,tsvs/and/500.tsv,5.833333333,4.761904762
knn_T=5_D=20_K=30,tsvs/and/500.tsv,5.821428571,8.333333333
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/and/500.tsv,7.827715356,2.996254682
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/and/500.tsv,9.014981273,7.865168539
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/and/500.tsv,9.722846442,0.74906367
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/and/500.tsv,6.868913858,2.996254682
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/and/500.tsv,9,14.23220974
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/and/500.tsv,9.292134831,29.58801498
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/and/500.tsv,6.670411985,2.247191011
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/and/500.tsv,6.898876404,5.992509363
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/and/500.tsv,7.119850187,1.123595506
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/and/500.tsv,7.546816479,5.243445693
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/and/500.tsv,8.891385768,1.123595506
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/and/500.tsv,6.767790262,1.498127341
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/and/500.tsv,7.06741573,8.988764045
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/and/500.tsv,8.284644195,23.97003745
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/and/500.tsv,9.325842697,0.74906367
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/and/500.tsv,12.84644195,1.872659176
knn_T=0_D=10_K=20,tsvs/and/1000.tsv,5.106666667,5.333333333
knn_T=0_D=10_K=30,tsvs/and/1000.tsv,5.24,6.666666667
knn_T=0_D=20_K=20,tsvs/and/1000.tsv,5.946666667,8
knn_T=0_D=20_K=30,tsvs/and/1000.tsv,5.893333333,6.666666667
knn_T=5_D=10_K=20,tsvs/and/1000.tsv,5.866666667,5.333333333
knn_T=5_D=10_K=30,tsvs/and/1000.tsv,6,2.666666667
knn_T=5_D=20_K=20,tsvs/and/1000.tsv,6.266666667,10.66666667
knn_T=5_D=20_K=30,tsvs/and/1000.tsv,6.573333333,5.333333333
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/and/1000.tsv,38.5,0.877192982
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/and/1000.tsv,20.24561404,1.754385965
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/and/1000.tsv,18.27192982,0.877192982
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/and/1000.tsv,20.51754386,0.877192982
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/and/1000.tsv,24.62280702,2.631578947
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/and/1000.tsv,13.47368421,31.57894737
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/and/1000.tsv,9.956140351,1.754385965
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/and/1000.tsv,19.73684211,0.877192982
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/and/1000.tsv,24.15789474,0
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/and/1000.tsv,19.15789474,3.50877193
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/and/1000.tsv,40.56140351,0.877192982
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/and/1000.tsv,17.9122807,0.877192982
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/and/1000.tsv,8.298245614,7.01754386
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/and/1000.tsv,11.39473684,22.80701754
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/and/1000.tsv,8.473684211,1.754385965
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/and/1000.tsv,14.01754386,5.263157895
knn_T=0_D=10_K=20,tsvs/or/100.tsv,3.223837209,14.8255814
knn_T=0_D=10_K=30,tsvs/or/100.tsv,3.220930233,13.08139535
knn_T=0_D=20_K=20,tsvs/or/100.tsv,3.265988372,13.6627907
knn_T=0_D=20_K=30,tsvs/or/100.tsv,3.23255814,14.24418605
knn_T=5_D=10_K=20,tsvs/or/100.tsv,4.63372093,6.540697674
knn_T=5_D=10_K=30,tsvs/or/100.tsv,4.776162791,7.122093023
knn_T=5_D=20_K=20,tsvs/or/100.tsv,4.630813953,7.994186047
knn_T=5_D=20_K=30,tsvs/or/100.tsv,4.712209302,7.26744186
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/or/100.tsv,3.294665538,17.18882303
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/or/100.tsv,3.791701948,31.75275191
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/or/100.tsv,4.480101609,5.080440305
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/or/100.tsv,3.236240474,16.34208298
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/or/100.tsv,3.653683319,27.34970364
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/or/100.tsv,4.944961897,41.06689246
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/or/100.tsv,3.692633362,33.86960203
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/or/100.tsv,3.83149873,30.22861981
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/or/100.tsv,5.247248095,7.112616427
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/or/100.tsv,4.605419136,12.70110076
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/or/100.tsv,3.870448772,6.181202371
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/or/100.tsv,4.83657917,5.080440305
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/or/100.tsv,4.394580864,35.47840813
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/or/100.tsv,4.517358171,37.17188823
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/or/100.tsv,6.434377646,5.50381033
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/or/100.tsv,5.041490262,12.53175275
knn_T=0_D=10_K=20,tsvs/or/200.tsv,3.776923077,10.51282051
knn_T=0_D=10_K=30,tsvs/or/200.tsv,3.758974359,11.02564103
knn_T=0_D=20_K=20,tsvs/or/200.tsv,3.851282051,11.79487179
knn_T=0_D=20_K=30,tsvs/or/200.tsv,3.846153846,9.743589744
knn_T=5_D=10_K=20,tsvs/or/200.tsv,4.502564103,7.692307692
knn_T=5_D=10_K=30,tsvs/or/200.tsv,4.756410256,7.179487179
knn_T=5_D=20_K=20,tsvs/or/200.tsv,4.771794872,8.205128205
knn_T=5_D=20_K=30,tsvs/or/200.tsv,5.017948718,8.205128205
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/or/200.tsv,4.693548387,8.064516129
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/or/200.tsv,4.940322581,14.19354839
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/or/200.tsv,4.661290323,3.548387097
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/or/200.tsv,8.701612903,1.935483871
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/or/200.tsv,4.819354839,17.09677419
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/or/200.tsv,7.377419355,37.25806452
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/or/200.tsv,6.770967742,3.064516129
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/or/200.tsv,5.64516129,7.903225806
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/or/200.tsv,5.066129032,10.48387097
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/or/200.tsv,5.670967742,19.67741935
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/or/200.tsv,6.238709677,3.064516129
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/or/200.tsv,8.970967742,1.612903226
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/or/200.tsv,5.911290323,10.32258065
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/or/200.tsv,6.083870968,33.5483871
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/or/200.tsv,6.453225806,2.580645161
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/or/200.tsv,4.917741935,14.51612903
knn_T=0_D=10_K=20,tsvs/or/500.tsv,4.821428571,11.30952381
knn_T=0_D=10_K=30,tsvs/or/500.tsv,4.755952381,10.11904762
knn_T=0_D=20_K=20,tsvs/or/500.tsv,4.946428571,12.5
knn_T=0_D=20_K=30,tsvs/or/500.tsv,4.863095238,11.9047619
knn_T=5_D=10_K=20,tsvs/or/500.tsv,5.625,13.0952381
knn_T=5_D=10_K=30,tsvs/or/500.tsv,5.648809524,10.71428571
knn_T=5_D=20_K=20,tsvs/or/500.tsv,5.833333333,4.761904762
knn_T=5_D=20_K=30,tsvs/or/500.tsv,5.821428571,8.333333333
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/or/500.tsv,7.689138577,4.494382022
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/or/500.tsv,6.891385768,1.872659176
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/or/500.tsv,6.655430712,1.123595506
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/or/500.tsv,6.625468165,1.498127341
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/or/500.tsv,7.217228464,8.61423221
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/or/500.tsv,9.647940075,28.08988764
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/or/500.tsv,7.026217228,2.996254682
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/or/500.tsv,7.632958801,6.741573034
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/or/500.tsv,6.936329588,0.74906367
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/or/500.tsv,7.097378277,5.992509363
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/or/500.tsv,8.262172285,1.498127341
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/or/500.tsv,6.794007491,1.872659176
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/or/500.tsv,7.91011236,11.61048689
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/or/500.tsv,8.63670412,23.22097378
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/or/500.tsv,12.83146067,0.374531835
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/or/500.tsv,8.887640449,1.498127341
knn_T=0_D=10_K=20,tsvs/or/1000.tsv,5.106666667,5.333333333
knn_T=0_D=10_K=30,tsvs/or/1000.tsv,5.24,6.666666667
knn_T=0_D=20_K=20,tsvs/or/1000.tsv,5.946666667,8
knn_T=0_D=20_K=30,tsvs/or/1000.tsv,5.893333333,6.666666667
knn_T=5_D=10_K=20,tsvs/or/1000.tsv,5.866666667,5.333333333
knn_T=5_D=10_K=30,tsvs/or/1000.tsv,6,2.666666667
knn_T=5_D=20_K=20,tsvs/or/1000.tsv,6.266666667,10.66666667
knn_T=5_D=20_K=30,tsvs/or/1000.tsv,6.573333333,5.333333333
tsvlp_G=0.3_E=0.3_L=5_D=0.3,tsvs/or/1000.tsv,31.12280702,0
tsvlp_G=0.3_E=0.3_L=5_D=0.6,tsvs/or/1000.tsv,31.71929825,1.754385965
tsvlp_G=0.3_E=0.3_L=15_D=0.3,tsvs/or/1000.tsv,27.59649123,0.877192982
tsvlp_G=0.3_E=0.3_L=15_D=0.6,tsvs/or/1000.tsv,32.19298246,0.877192982
tsvlp_G=0.3_E=0.6_L=5_D=0.3,tsvs/or/1000.tsv,12.27192982,6.140350877
tsvlp_G=0.3_E=0.6_L=5_D=0.6,tsvs/or/1000.tsv,11.65789474,30.70175439
tsvlp_G=0.3_E=0.6_L=15_D=0.3,tsvs/or/1000.tsv,17.21929825,0.877192982
tsvlp_G=0.3_E=0.6_L=15_D=0.6,tsvs/or/1000.tsv,20.19298246,1.754385965
tsvlp_G=0.6_E=0.3_L=5_D=0.3,tsvs/or/1000.tsv,8.763157895,4.385964912
tsvlp_G=0.6_E=0.3_L=5_D=0.6,tsvs/or/1000.tsv,31.35087719,1.754385965
tsvlp_G=0.6_E=0.3_L=15_D=0.3,tsvs/or/1000.tsv,33.36842105,0
tsvlp_G=0.6_E=0.3_L=15_D=0.6,tsvs/or/1000.tsv,35.63157895,0
tsvlp_G=0.6_E=0.6_L=5_D=0.3,tsvs/or/1000.tsv,14.35087719,3.50877193
tsvlp_G=0.6_E=0.6_L=5_D=0.6,tsvs/or/1000.tsv,11.65789474,26.31578947
tsvlp_G=0.6_E=0.6_L=15_D=0.3,tsvs/or/1000.tsv,12.48245614,1.754385965
tsvlp_G=0.6_E=0.6_L=15_D=0.6,tsvs/or/1000.tsv,8.938596491,5.263157895
knn_T=0_D=10_K=20,tsvs/and/100.tsv,3.23269514,12.81296024
knn_T=0_D=10_K=30,tsvs/and/100.tsv,3.222385862,12.66568483
knn_T=0_D=20_K=20,tsvs/and/100.tsv,3.259204713,13.99116348
knn_T=0_D=20_K=30,tsvs/and/100.tsv,3.228276878,13.99116348
knn_T=5_D=10_K=20,tsvs/and/100.tsv,4.667157585,8.100147275
knn_T=5_D=10_K=30,tsvs/and/100.tsv,4.776141384,6.48011782
knn_T=5_D=20_K=20,tsvs/and/100.tsv,4.564064801,7.95287187
knn_T=5_D=20_K=30,tsvs/and/100.tsv,4.687776141,7.805596465
tsvlp_G=0.3_E=0.3_L=5_D=20,tsvs/and/100.tsv,3.341085271,23.94487511
tsvlp_G=0.3_E=0.3_L=5_D=20,tsvs/and/100.tsv,3.753660637,18.94918174
tsvlp_G=0.3_E=0.3_L=15_D=20,tsvs/and/100.tsv,3.61498708,6.976744186
tsvlp_G=0.3_E=0.3_L=15_D=20,tsvs/and/100.tsv,3.236003445,16.45133506
tsvlp_G=0.3_E=0.6_L=5_D=20,tsvs/and/100.tsv,3.769164513,29.80189492
tsvlp_G=0.3_E=0.6_L=5_D=20,tsvs/and/100.tsv,5.273901809,39.44875108
tsvlp_G=0.3_E=0.6_L=15_D=20,tsvs/and/100.tsv,4.739879414,9.130060293
tsvlp_G=0.3_E=0.6_L=15_D=20,tsvs/and/100.tsv,4.228251507,37.5538329
tsvlp_G=0.6_E=0.3_L=5_D=20,tsvs/and/100.tsv,3.425495263,25.32299742
tsvlp_G=0.6_E=0.3_L=5_D=20,tsvs/and/100.tsv,3.795865633,28.50990525
tsvlp_G=0.6_E=0.3_L=15_D=20,tsvs/and/100.tsv,3.135228252,8.182601206
tsvlp_G=0.6_E=0.3_L=15_D=20,tsvs/and/100.tsv,3.502153316,7.321274763
tsvlp_G=0.6_E=0.6_L=5_D=20,tsvs/and/100.tsv,3.79672696,27.99310939
tsvlp_G=0.6_E=0.6_L=5_D=20,tsvs/and/100.tsv,5.142118863,39.19035314
tsvlp_G=0.6_E=0.6_L=15_D=20,tsvs/and/100.tsv,3.245478036,18.8630491
tsvlp_G=0.6_E=0.6_L=15_D=20,tsvs/and/100.tsv,3.438415159,26.78725237